fold_id,cv_tag,html_id,sent_id,CONTENT,CLASS
0,cv018,20137,13,"director robert zemekis must be given an equal amount of praise for overseeing the entire production , which included hundreds of animators .",pos
0,cv018,20137,14,also bob hoskins' performance should be credited .,pos
0,cv018,20137,15,"he , in addition to the rest of the human cast , finds the right note to play in all of the scenes with his cartoon co-stars .",pos
0,cv018,20137,16,"according to the internet movie database , hoskins studied his young daughter to learn how to act with imaginary characters and i guess his hard work paid off .",pos
0,cv018,20137,17,`who framed roger rabbit' is a rare film .,pos
0,cv018,20137,18,one that not only presented a great challenge to the filmmakers but one that can be enjoyed by the whole family ( although some very young viewers may be a little scared by judge doom ) .,pos
0,cv018,20137,19,"do yourself a favor and rent it , `p-p-p-p-please . """,pos
0,cv019,14482,0,there's something about ben stiller that makes him a popular choice among casting directors these days .,pos
0,cv019,14482,1,"stiller currently has three projects in circulation , and what other actor can lay claim to that ?",pos
0,cv019,14482,2,"he's in "" there's something about mary , "" which i * still * haven't seen .",pos
0,cv019,14482,3,"and he's in the acerbic "" your friends & neighbors , "" playing a talkative , sexually-frustrated drama coach called jerri .",pos
0,cv019,14482,4,"now there's "" permanent midnight , "" in which stiller plays another jerry , this one a heroin-addicted television writer , last name stahl .",pos
0,cv019,14482,5,there's also something about this industry that pushes bankable stars like stiller into doing drug-addiction pictures the minute they've proved themselves commercially .,pos
0,cv019,14482,6,"ewan mcgregor springs to mind who , after successful turns in "" emma "" and "" brassed off , "" received greater respect and admiration for his mind-blowing realization as renton in danny boyle's transatlantic junk-fest , "" trainspotting . """,pos
0,cv019,14482,7,"the philosophy appears to be a simple one : if you want 'em to be taken seriously , make 'em do drugs .",pos
0,cv019,14482,8,""" permanent midnight "" is based on the true life experiences of jerry stahl , a successful hollywood writer who , in the mid-eighties , had a $5 , 000-a-week job churning out plotlines for disposable tv sitcoms and a $6 , 000-a-week heroin habit .",pos
0,cv019,14482,9,"a habit , in stahl's own words , "" the size of utah . """,pos
0,cv019,14482,10,"as stahl , stiller contributes a commanding performance .",pos
0,cv019,14482,11,"unlike "" trainspotting , "" which was successful in having it both ways by chronicling both the highs and the lows of heroin abuse , "" permanent midnight "" instead focuses on the concept of drug addiction as maintenance .",pos
0,cv019,14482,12,"one of the earliest observations in the film is a casual reference to "" naked lunch "" author william s . burroughs who , when asked why he shoots up first thing in the morning responds , "" so i can shave . """,pos
0,cv019,14482,13,"stahl rarely appears to be puncturing veins for the thrill of it all in "" permanent midnight "" ; it's so he can talk to his mother on the phone , show up for work on time , even pay his bills .",pos
0,cv019,14482,14,"while the film itself occasionally wobbles around along with stahl , the writing ( adapted from stahl's autobiography by director david veloz ) is controlled and pointed .",pos
0,cv019,14482,15,""" permanent midnight "" shows how stahl moved from new york to l . a . to--again in the author's words-- "" escape the drug scene "" ( yeah , right ) ; why he entered into a convenient marriage with a british tv exec ( elizabeth hurley , so impossibly polite you'd swear her single profanity was dubbed ) ; and that he conceived a child in between his random hirings and firings .",pos
0,cv019,14482,16,stahl narrates all this in a motel bedroom to a sympathetic lover called kitty ( norristown's own maria bello ) with whom he spent some rehab time .,pos
0,cv019,14482,17,"janeane garofalo is wasted--and miscast--as a heavily-bespectacled hollywood talent agent who fails to get her hooks into the doped-up wordsmith , and that's stahl himself playing a jaded clinic counselor .",pos
0,cv019,14482,18,"stiller , unshaven ( burroughs take note ) and with lots of mascara around the eyes , has stahl stumble through the film looking like a train wreck but , to his credit , never once pushes his pill-popping , needle-jabbing performance over the top .",pos
0,cv019,14482,19,"the ubiquitous stiller is the reason to see "" permanent midnight "" ; a dark , comic , and strangely absorbing study of assisted living .",pos
0,cv020,8825,0,by phil curtolo mel gibson ( braveheart ) gave a gripping performance as the father of a young kidnapped boy in ron howard's ransom .,pos
0,cv020,8825,1,"gibson plays tom mullen , a wealthy business tycoon whose past actions are coming back to haunt him as a deranged psychopath , played by gary sinise ( forrest gump ) , and his band of low-life thugs kidnap his only son for $2 million .",pos
0,cv020,8825,2,"tom and his wife , kate , played by rene russo ( tin cup ) were instructed not to inform the police , but they contacted the fbi .",pos
0,cv020,8825,3,"minutes later , an elite team of agents led by delroy lindo ( broken arrow ) are in tom's house and wiring every phone .",pos
0,cv020,8825,4,"the plot sounds average , just like most other kidnap movies that you've already seen , and it was nothing more than that .",pos
0,cv020,8825,5,that is until about half-way through the movie .,pos
0,cv020,8825,6,"suddenly , tom goes to the fox 5 news room and makes a live broadcast saying , "" this is your ransom .",pos
0,cv020,8825,7,but this is as close as you will ever get to it .,pos
0,cv020,8825,8,"instead , i am offering this money as a reward on your head , dead or alive . """,pos
0,cv020,8825,9,"at this point , the plot thickened , and the unusually slow start of the film turned into a suspense-filled action film with great stunts .",pos
0,cv020,8825,10,the last half of the film is very well done .,pos
0,cv020,8825,11,"another thing that carries this film are the superb performances by gibson and sinise , as they collide in a game of wits over their cellular phones for most of the movie .",pos
0,cv020,8825,12,"owen gleiberman of entertainment weekly commented on the subject : "" it makes you wonder what kidnappers did before cell phones . """,pos
0,cv020,8825,13,"before this movie , sinise played mostly "" good guys , "" first in of mice & men , then in forrest gump , and most recently , in apollo 13 .",pos
0,cv020,8825,14,but he was surprisingly devilish and cold in his portrayal of a cop-gone-bad .,pos
0,cv020,8825,15,"gibson , of course , was just being gibson , in an oscar-worthy performance .",pos
0,cv020,8825,16,"although most of the scenes were quite predictable , ransom is a very entertaining and suspenseful film .",pos
0,cv020,8825,17,",",pos
0,cv021,15838,0,one can not observe a star trek movie and expect to see serious science fiction .,pos
0,cv021,15838,1,"the purpose of star trek is to provide flashy , innocent fun .",pos
0,cv021,15838,2,sometimes the stories are compelling .,pos
0,cv021,15838,3,sometimes they're not .,pos
0,cv021,15838,4,"but , with the exception of the first film in the series ( which provides little more than endless shots of amazed faces ) , i've never been bored by any of the enterprise's numerous missions .",pos
0,cv021,15838,5,star trek : insurrection is no exception .,pos
0,cv021,15838,6,"the film has gotten some negative reviews ( a friend of mine actually thinks it's the worst in the series ) , but i'm not really sure why .",pos
0,cv021,15838,7,"it's an exciting , often hilarious movie that engaged me and left me ready for the next star trek film .",pos
0,cv021,15838,8,"some say it's a bit too light , and more of a long episode than a film .",pos
0,cv021,15838,9,others say the special effects are cheesy and that it's boring .,pos
0,cv021,15838,10,i simply enjoyed the film .,pos
0,cv021,15838,11,"insurrection , which is the second film to feature strictly the next generation cast , introduces us to a race of people called the ba'ku ; the ba'ku are very old ( most of them are about three hundred years old ) , but they actually appear younger with age due to strange radiation in the rings of their planet .",pos
0,cv021,15838,12,"of course , these peaceful people can't horde this fountain of youth all for themselves ? leave it up to their archenemies , the son'a , led by ru'afo ( f .",pos
0,cv021,15838,13,"murray abraham ) , to mess everything up .",pos
0,cv021,15838,14,"the son'a , who are horribly disfigured and rely on daily reconstructive surgery to be aesthetically acceptable , strike a deal with the federation to move the ba'ku elsewhere and exploit the secret to keep their race from dying .",pos
0,cv021,15838,15,that's when captain picard ( patrick stewart ) steps in : he realizes that moving the ba'ku would kill them ( it also helps that he falls in love with a ba'ku woman ( donna murphy ) ) .,pos
0,cv021,15838,16,"so , with his trusty crew , picard defies the federation to keep the ba'ku in their natural habitat .",pos
0,cv021,15838,17,"when dealing with a series with as much history as this , it's not entirely necessary to re-introduce your characters with each episode .",pos
0,cv021,15838,18,"this is why i believe non-fans have a hard time getting into star trek ; in order to enjoy it , one has to understand how to approach it .",pos
0,cv021,15838,19,"insurrection , however , does a surprisingly good job of us new aspects of the characters .",pos
0,cv021,15838,20,"stewart is bold as always , a magnetic screen presence and perfectly capable of holding an entire film together .",pos
0,cv021,15838,21,"jonathan frakes , who also directed , is funny as commander riker ; a subplot with data ( brent spiner ) discovering his lost childhood is fairly interesting ; and abraham makes a perfect star trek villain , overacting like crazy .",pos
0,cv021,15838,22,"frakes showed similar aptitude for direction in first contact ; insurrection is an exciting film , with some really attractive special effects and a lot of good action .",pos
0,cv021,15838,23,"this is apparently the first star trek film to utilize computer animation , and the result is very pleasing to the eye : particularly in the climactic scenes , in which the son'a employ a giant space ship to suck up the rings of the ba'ku planet , the special effects have a clean , impressively sharp look .",pos
0,cv021,15838,24,"if i have any complaint about the film , it's that it tries to take a moral stance when it's not very appropriate to do so .",pos
0,cv021,15838,25,i don't think it's that big of a deal that the federation wanted to move 600 ba'ku in order to save the lives of thousands .,pos
0,cv021,15838,26,"better yet , why couldn't they have co-existed ?",pos
0,cv021,15838,27,insurrection feels a little to light to spring these kinds of big moral questions on the audience .,pos
0,cv021,15838,28,"with it's inherent camp factor , the star trek series doesn't seem well-equipped to deal with issues like this .",pos
0,cv021,15838,29,i prefer to just enjoy the spectacle .,pos
0,cv022,12864,0,a fully loaded entertainment review - website coming in july !,pos
0,cv022,12864,1,">from ace ventura to truman burbank , jim carrey has run the whole gamut of comic , yet sympathetic , characters .",pos
0,cv022,12864,2,"1996's the cable guy was supposed to be his big "" breakthrough "" role from zany humor into darker , more dramatic acting .",pos
0,cv022,12864,3,"as most everyone knows , the results were , well , less-than-stellar .",pos
0,cv022,12864,4,"not only did the film not do so hot at the box office , but it was also panned by critics .",pos
0,cv022,12864,5,"as far as i know , gene siskel and i are the only ones willing to admit that we dug it .",pos
0,cv022,12864,6,"the first time i saw the cable guy , in theatres , i was in super critic-mode , and didn't really like it .",pos
0,cv022,12864,7,"however , due to the fact that hbo shows the movie every single day , i've had time to lean back , relax , and take in the film .",pos
0,cv022,12864,8,"and to my surprise , it grew on me .",pos
0,cv022,12864,9,"the plot is rather simple : broderick plays a guy named steven who befriends his cable guy , played by carrey , then is stalked by him when steven tries to break off the relationship .",pos
0,cv022,12864,10,"see , steven's been having some problems with his girlfriend , robin ( leslie mann ) , and he doesn't think he has any more room in his life for a new friend .",pos
0,cv022,12864,11,"also , some of the cable guy's antics have been creeping him out .",pos
0,cv022,12864,12,"carrey , as the cable guy , gives steven various aliases , which later we find out are all tv characters : larry tate , chip douglas , ricky ricardo , etc . he apparently lives in his cable van , and while many critics didn't enjoy this newer , darker , less-manic performance from carrey , i thought it was interesting and rather well-done .",pos
0,cv022,12864,13,"for me , its not the movie as a whole that's enjoyable , but rather several individual scenes : a karaoke jam at steven's apartment , a medieval fight at a theme restaurant , and a bathroom beating ( a la liar , liar ) , just to name a few .",pos
0,cv022,12864,14,perhaps the fact that more of carrey's humorous side comes out during these scenes is what makes them so funny .,pos
0,cv022,12864,15,"and if you really want to see something , you've got to hear his version of jefferson airplane's "" somebody to love "" , sung at the aformentioned karaoke jam .",pos
0,cv022,12864,16,"the cable guy has its bad spots , like most any movie .",pos
0,cv022,12864,17,"i didn't particularly like steven's girlfriend , and i felt that more focus should have been used on the relationship between steven and his best friend .",pos
0,cv022,12864,18,"also , the ending , while having you fooled for a moment , is rather contrived , and somewhat dissapointing .",pos
0,cv022,12864,19,"still , i found the cable guy to be a worthwhile venture ; if you're at the video store and can't think of anything to rent , i suggest you try it out .",pos
0,cv022,12864,20,"or if you have hbo , just wait till it comes on ( you won't have to wait long . )",pos
0,cv022,12864,21,"hell , that's what i do every day .",pos
0,cv023,12672,0,"when bulworth ended , i allowed myself a sigh of relief : ? it is possible for me to enjoy political satire . ?",pos
0,cv023,12672,1,"there have been several recent political films that didn't do a whole lot for me -- wag the dog , for instance , i found to be an intelligent but heartless film , while primary colors is unbearable and unwatchable in its awfulness . ?",pos
0,cv023,12672,2,"bulworth is a far better film than these , both in its execution and lasting impression . ?",pos
0,cv023,12672,3,"it's a tremendously funny and intelligent picture , but it also has an emotional center -- writer/director/star warren beatty allows the audience to identify with his character , and , in turn , we like him and actually care about the story .",pos
0,cv023,12672,4,?,pos
0,cv023,12672,5,beatty plays incumbent democratic senator jay billington bulworth ; the film opens and we see bulworth sobbing as he watches his television spots over and over again . ?,pos
0,cv023,12672,6,"he hasn't slept in days , nor has he eaten , and , almost instantaneously , he goes insane .",pos
0,cv023,12672,7,"? he's not stark raving mad ( not outright , anyway ) , but he's definitely bonkers .",pos
0,cv023,12672,8,"? it's the final weekend of his campaign , and his assistant , murphy ( oliver platt ) has written him a speech to feed to a group of black people in a church in the ghetto .",pos
0,cv023,12672,9,"? bulworth begins the speech , but suddenly goes off track and just starts being honest . ?",pos
0,cv023,12672,10,""" you mean , "" one lady asks , "" the democratic party doesn't care about the african american community ? "" ?",pos
0,cv023,12672,11,""" well , "" he shouts , laughing , "" isn't that obvious ? """,pos
0,cv023,12672,12,the story is propelled by a device in which bulworth puts out a contract on his own life ( he muses later that it's a bad thing to make decisions when you're suicidal ) ; he keeps seeing a man in sunglasses ( graham beckel ) whom he believes to be the hitman .,pos
0,cv023,12672,13,? bulworth also meets nina ( halle berry ) with whom he becomes infatuated .,pos
0,cv023,12672,14,"? suddenly , in the short span of this weekend , bulworth's no-nonsense "" truth in politics "" methods become a national sensation , and he shoots ahead in the polls despite the fact that he's appearing on television wearing gang clothes and spewing more profanity than coherent sentences .",pos
0,cv023,12672,15,beatty's work on both sides of the camera is excellent . ?,pos
0,cv023,12672,16,"his script and direction are both extremely sharp , as is the surprisingly strong characterization of bulworth himself . ?",pos
0,cv023,12672,17,"here is a man who's reached his limit , and his way of lashing back is by screwing over the entire political structure . ?",pos
0,cv023,12672,18,"i like that the film doesn't take a clear shot at any of the political parties or affiliations , but at politics in general and how everything is run by the rich ( although the anti-rich sentiments do get a bit tiresome by the end of the film ) . ?",pos
0,cv023,12672,19,"some of the segments are simply hilarious , such as a lengthy rap that he delivers at a luncheon dedicated to him . ?",pos
0,cv023,12672,20,"much of the film is completely absurd , but that's the fun part about it . ?",pos
0,cv023,12672,21,"it's an angry , serious film at the core , but the package that beatty has created is so much more accessible than recent attempts in the genre . ?",pos
0,cv023,12672,22,what adds to this feeling is beatty's portrayal of bulworth ; this is a performance that deserves recognition on a higher scale .,pos
0,cv023,12672,23,"? beatty is so much fun to watch here -- he's always funny , but he's also subtle in ways that flesh out his character without dialogue or hugely noticeable actions .",pos
0,cv023,12672,24,"? beatty is so good that bulworth , despite his shortcomings as a human being , is an entirely sympathetic and likable character almost from the beginning .",pos
0,cv023,12672,25,the supporting cast is vast and colorful . ?,pos
0,cv023,12672,26,"berry is luminous , as always , and adds to her repertoire of solid supporting roles . ?",pos
0,cv023,12672,27,don cheadle has a good role as a drug dealer who uses gun-toting toddlers to do his dirty work . ?,pos
0,cv023,12672,28,"oliver platt is an actor who should be careful , for someday i fear he may induce a heart attack with the intensity of his acting ( though he's very funny to watch ) . ? paul sorvino adds the southern accent to his list of mastered inflections .",pos
0,cv023,12672,29,is bulworth offensive ? ?,pos
0,cv023,12672,30,i suppose some may see it that way . ?,pos
0,cv023,12672,31,"i wasn't offended by the film , but then again , i hardly care about politics . ?",pos
0,cv023,12672,32,i think that people who find this film offensive will just be blindsided by the honesty of the story . ?,pos
0,cv023,12672,33,"the film isn't perfect , of course -- the ending didn't quite work for me , and the a few of the scenes between bulworth and nina feel forced ( although the eclectic dance sequence is fantastic ) . ?",pos
0,cv023,12672,34,but these are minor quibbles about an otherwise brilliant film . ?,pos
0,cv023,12672,35,"bulworth is a smart , uproariously funny picture that proves to me that political satire can scratch far deeper than the surface . ?",pos
0,cv024,6778,0,"call 911 for the cliche police if you must , but the eyes are the window to the soul .",pos
0,cv024,6778,1,"the finest actors working in films are those who can command the screen with a gaze : paul newman , ralph fiennes , anthony hopkins , morgan freeman .",pos
0,cv024,6778,2,"you look at these men on screen and you can tell without them saying a word that there is something going on in their minds , that the characters they play are real human beings .",pos
0,cv024,6778,3,"we will never have a chance to discover if tupac shakur could have been a great actor , but he had that unique quality in his eyes .",pos
0,cv024,6778,4,"in gridlock'd , an oddly effective combination of gritty drama and social satire , shakur and his co-star tim roth take sketchy characters and make them exciting to watch through the pure energy of their talent and chemistry .",pos
0,cv024,6778,5,"shakur and roth play ezekiel "" spoon "" whitmore and alexander "" stretch "" rome , two detroit buddies who share a spoken word/jazz trio , an apartment and a drug addiction with cookie ( thandie newton ) .",pos
0,cv024,6778,6,"when a new year's eve party ends with cookie comatose after a drug overdose , spoon and stretch begin to wonder if they are living on borrowed time .",pos
0,cv024,6778,7,"they soon make a new year's resolution to get into rehab , but that proves to be easier said than done .",pos
0,cv024,6778,8,"as though the temptation to fix were not hindrance enough , spoon and stretch also find their attempts to get clean hitting a road block of bureaucracy , confusion and red tape .",pos
0,cv024,6778,9,"the government might be the least of their obstacles , however , as they find themselves suspects in the murder of a drug dealer , and on the run from a nasty thug ( vondie curtis hall ) .",pos
0,cv024,6778,10,"in order for you to buy into gridlock'd at all , you have to accept it as a surreal odyssey rather than as urban realism ; unless spoon and stretch sleep through an entire day at the hospital after bringing in cookie , they are going to government offices on new year's day , in which case they should be thankful they get any help at all .",pos
0,cv024,6778,11,"gridlock'd may actually be a response to the fatuous social commentary of another urban odyssey , 1991's falling down , which found a besieged middle class white male venting his righteous anger against the system during a trek through inner city los angeles .",pos
0,cv024,6778,12,"in falling down , michael douglas' d-fens ( the character's personalized license plate , echoed in gridlock'd by the drug lord d-reper's plates ) whips out a gun because he can't get breakfast at mcdonald's ; in gridlock'd , spoon and stretch are unarmed against the demands placed on them before they can get into a rehab center .",pos
0,cv024,6778,13,"and where the unhinged d-fens became a heroic surrogate for audiences , writer/director vondie curtis hall refuses to let spoon and stretch off the hook for their own part in the situation .",pos
0,cv024,6778,14,"one bureaucrat responds to a tirade from stretch with the question , "" do you expect the world to stop . . . just",pos
0,cv024,6778,15,"because you picked _today_ to clean up ? """,pos
0,cv024,6778,16,"the world in gridlock'd is just as frustrating as the world in falling down , but the cathartic moments yield no easy answers this time .",pos
0,cv024,6778,17,"hall has some interesting things to say about what we expect from the system , but perhaps not enough of them .",pos
0,cv024,6778,18,"a significant chunk of gridlock'd is devoted to spoon and stretch's flight from d-reper and from the police , and those sub-plots serve up some thoroughly predictable moments .",pos
0,cv024,6778,19,"in one scene , stretch scares off d-reper by getting chummy with a police officer ; another presents that old chestnut of the two mistakenly-suspected heroes in a public place watching a television news report of the crime which shows their pictures .",pos
0,cv024,6778,20,"the entire sequence of events seems designed merely as an excuse to get spoon and stretch running , while the other primary plot has them standing in line or sitting down much of the time .",pos
0,cv024,6778,21,"hall also plays with gratuitous inserts of drug paraphernalia and flashbacks to the day before the film's main events , perhaps making a particular effort to point out the talent the characters are wasting through self-destructive behavior .",pos
0,cv024,6778,22,"oh , the irony of it .",pos
0,cv024,6778,23,"tupac shakur made a career in music and movies playing the hard case , and living the life to back it up .",pos
0,cv024,6778,24,"in gridlock'd , shakur gets the chance to play someone who has seen enough of the way his life could go to know that it scares him .",pos
0,cv024,6778,25,"spoon is an idea for a character at best as written by hall , but shakur displays an intelligence and survival instinct which struggle with his addiction .",pos
0,cv024,6778,26,"mostly it comes through those eyes , eyes with none of the hardness you might expect from the infamous gangsta .",pos
0,cv024,6778,27,"it is spoon who plays conscience to stretch's pure appetite , and roth plays stretch with a gleeful self-destructiveness ( he reveals that he is hiv positive even as he is preparing to shoot up again ) which is as much an obstacle to spoon's goal as any agency or enemy .",pos
0,cv024,6778,28,"gridlock'd's most cruelly comic scene finds stretch "" helping "" spoon get into an emergency room by repeatedly stabbing him with a tiny pocket knife , and it becomes an appropriate symbol for how the company he keeps has slowly drained the life out of him .",pos
0,cv024,6778,29,"with friends like that , spoon doesn't need enemies , and shakur looks at stretch with the tired eyes of a man who has seen too much .",pos
0,cv024,6778,30,the tragedy now is that we won't get more chances to see those eyes again .,pos
0,cv025,3108,0,"hilarious , ultra-low budget comedy from film school dropout kevin smith chronicles a day in the life of two convenience store slackers ( brian o'halloran and jeff anderson ) .",pos
0,cv025,3108,1,they spend most of their day ignoring customers while discussing everything from fellatio to self-fulfillment .,pos
0,cv025,3108,2,"the premise is strictly sitcom and the photography is grainy as all get-out , but you could spend ten times the film's budget ( a reported $27 , 000 ) and still not get dialogue half as good as this .",pos
0,cv025,3108,3,originally rated nc-17 for language .,pos
0,cv025,3108,4,not recommended for viewers with sensitive ears .,pos
0,cv025,3108,5,killing zoe ===========,pos
0,cv025,3108,6,"remake reservoir dogs as a french art film and you're halfway to killing zoe , writer/director roger avary's slow-moving story of a failed bastille day bank robbery .",pos
0,cv025,3108,7,eric stoltz stars as an american in paris who gets in * way * over his head when hooks up with a band of nihilistic bank robbers .,pos
0,cv025,3108,8,he's the safecracker who's blissful unaware that the bank job is a botch job from the word go .,pos
0,cv025,3108,9,"though intriguing on all fronts , the film is paced at half the speed of pulp fiction , which avary co-wrote with quentin tarantino .",pos
0,cv025,3108,10,in english and french .,pos
0,cv025,3108,11,the road to wellville =====================,pos
0,cv025,3108,12,"based on the novel by t . coraghessan boyle , the road to wellville doesn't go very far .",pos
0,cv025,3108,13,"bowels , bowels , and more bowels are explored by dr . john harvey kellogg ( a buck-toothed and bespectacled anthony hopkins ) , who , in the early 1900's , advocated abstinence , vegetarianism , and frequent defecation .",pos
0,cv025,3108,14,he also invented the cornflake .,pos
0,cv025,3108,15,really .,pos
0,cv025,3108,16,"checking-in to kellogg's battle creek sanitarium are matthew broderick and bridget fonda , just two of the many well-known faces in this failed comedy .",pos
0,cv025,3108,17,"leave your laughter at the door and you can marvel at the unfunny antics of john cusack , michael lerner , lara flynn boyle , john neville , and dana carvey .",pos
0,cv025,3108,18,"the art direction is impeccable and some of the early sequences are amusing , but the novelty quickly wears off as writer/director alan parkers tries his darnedness to turn doo-doo into drama .",pos
0,cv025,3108,19,what he ends up with is something that i can't print here .,pos
0,cv025,3108,20,phew !,pos
0,cv025,3108,21,stargate ========,pos
0,cv025,3108,22,lawrence of arabia meets star wars .,pos
0,cv025,3108,23,this epic sci-fi film is more sheer spectacle than anything else .,pos
0,cv025,3108,24,director roland emmerich ( universal solider ) shamelessly rips off lucas and spielberg and just about any other cosmic cliche that he can lay his hands on .,pos
0,cv025,3108,25,"the film is overlong , the characters are cardboard , and the script is filled with some of the most laughable details in modern sci-fi history .",pos
0,cv025,3108,26,"that said , there's still plenty to watch here .",pos
0,cv025,3108,27,"sci-fi fans should enjoy the sculpted sands , the morphing headdresses , and a surprisingly spunky james spader .",pos
0,cv025,3108,28,"he plays the egyptologist who gets to prove his theory that that "" somebody else "" built the pyramids .",pos
0,cv025,3108,29,less interesting are co-stars kurt russell and jaye davidson of crying game fame .,pos
0,cv025,3108,30,star trek generations =====================,pos
0,cv025,3108,31,"trek fans may be more forgiving , but , for the rest of us , the sluggish star trek generations is a mixed bag at best .",pos
0,cv025,3108,32,"the story is interesting , but each scene goes too long .",pos
0,cv025,3108,33,"the cast is earnest , but the direction lacks punch .",pos
0,cv025,3108,34,and so on .,pos
0,cv025,3108,35,( the best example of the latter is a klingon comeuppance that delivers none of the impact of a similar scene in star trek ii . ),pos
0,cv025,3108,36,"original enterprise captain james t . kirk appears on both ends of the story , though they cut the scene where shatner turns to the screen to plead "" get a life . """,pos
0,cv025,3108,37,remarkably unremarkable .,pos
0,cv025,3108,38,miracle on 34th street ======================,pos
0,cv025,3108,39,"in a season of the specialist and pulp fiction et al , maybe a remake of miracle on 34th street * is * necessary .",pos
0,cv025,3108,40,john hughes certainly believes in santa claus and his les mayfield-directed production does nothing to tarnish the memory of the 1947 original .,pos
0,cv025,3108,41,"the romance between costars dylan mcdermott and elizabeth perkins doesn't work too well , but the film makes a strong case that richard attenborough is the definitive kriss kringle .",pos
0,cv025,3108,42,his chemistry with children can moisten any eye .,pos
0,cv025,3108,43,no claus for alarm .,pos
0,cv025,3108,44,junior ======,pos
0,cv025,3108,45,arnold schwarzenegger pregnant ?,pos
0,cv025,3108,46,"sure , billy crystal did it before in rabbit test , but the sight of schwarz with a bulging belly is a casting coup comparable to dustin hoffman in tootsie .",pos
0,cv025,3108,47,what should be nothing more than a one-joke premise actually gets better as it goes along .,pos
0,cv025,3108,48,"director ivan reitman ( dave , twins ) wisely keeps the farce to a minimum , so the first hour moves slower than you might expect .",pos
0,cv025,3108,49,"don't expect too many yuks from danny devito , but you can't beat those early romantic scenes between emma and arnie .",pos
0,cv025,3108,50,how's * that * for a collision of acting styles ?,pos
0,cv026,29325,0,"for those of us who weren't yet born when the 1960's rock 'n' rolled around , monterey pop affords an affectionate glimpse of the music that influenced our parents to be hippies .",pos
0,cv026,29325,1,"from otis redding to jimi hendrix , janis joplin to the mamas and the papas , and jefferson airplane to the who , this documentary is jam-packed with contagious energy .",pos
0,cv026,29325,2,"but i give fair warning that i will reveal the ending , which does not do the rest of the film the justice it deserves .",pos
0,cv026,29325,3,"shot in 1969 at an outdoor concert that precluded woodstock , the film defies the stereotype of the general population at the time .",pos
0,cv026,29325,4,"sure , some have painted their faces and smoke joints , but d . a .",pos
0,cv026,29325,5,"pennebaker ( the war room , moon over broadway ) surprisingly chooses to show a broad spectrum of the audience .",pos
0,cv026,29325,6,"no matter who is watching , it all comes back to the talented musicians that stir your soul .",pos
0,cv026,29325,7,the excitement starts before the music even begins .,pos
0,cv026,29325,8,"a young girl is cleaning thousands of seats and when asked why by an interviewer , she replies that she feels lucky to do so .",pos
0,cv026,29325,9,"there are moments of organized craziness as john phillips , leader of the mamas and the papas and one of the concert organizers , tries to get in touch with dionne warwick .",pos
0,cv026,29325,10,"and when one band is tuning up , a member remarks , "" finally , a decent sound system ! """,pos
0,cv026,29325,11,"you can tell just by watching these first few moments that this show isn't about vanity , it's about playing the music you love to those who have an appreciation for it , a two-way street .",pos
0,cv026,29325,12,this interaction between audience and performer continues throughout the film and becomes infectious to the audience .,pos
0,cv026,29325,13,it's impossible to tear your eyes away from janis joplin as she belts out her ballad about love being a ball and chain .,pos
0,cv026,29325,14,"and while the lyrics to "" wild thing "" may not be all that complicated , watching jimi hendrix mime having sex with his guitar is as captivating as otis redding singing about love .",pos
0,cv026,29325,15,"even if you don't recognize every band you see on stage , you can imagine being as enthralled by their work as the public sitting in those seats .",pos
0,cv026,29325,16,"the only drawback to the film is the ending , which unfortunately i must reveal .",pos
0,cv026,29325,17,"all the other bands , big names then and still today , got approximately 7 to 10 minutes of screen time .",pos
0,cv026,29325,18,"in contrast , the last band on camera , a wholly forgettable one , gets an entire 18 minutes of screen time .",pos
0,cv026,29325,19,"for a film that's only 78 minutes long , that's too large of a chunk , especially when previous acts are much more stimulating .",pos
0,cv026,29325,20,"all in all , monterey pop is a precious , rare look at a time period that still holds sway over us .",pos
0,cv026,29325,21,"the variety of music , as well as the beautifully shot performances , are easy to become immersed in .",pos
0,cv026,29325,22,"if there was ever any question as to why most of these bands were so popular , this is quickly dispelled .",pos
0,cv026,29325,23,it's almost depressing to think that music this moving doesn't get made much anymore .,pos
0,cv026,29325,24,"instead we're stuck with * nsync , the backstreet boys , and jennifer lopez , all of whom should have stuck with modeling .",pos
0,cv027,25219,0,"the most common ( and in many cases the only ) complaint against francis ford coppola's 1972 masterpiece the godfather is glamorising of mafia , which is presented as an institution guided by ancient tradition and virtues like honour , loyalty and solidarity more suitable for some gentler , kinder ages .",pos
0,cv027,25219,1,"martin scorsese , another italoamerican moviemaker , confronted that perspective with his own , more down-to-earth vision of mafia in 1973 mean streets , movie that dealt with lower echelons of organised crime .",pos
0,cv027,25219,2,"unfortunately for scorsese , his film was unspectacular and too artsy to compete with coppola's influence on mafia portrayals in the movies .",pos
0,cv027,25219,3,seventeen years later scorsese returned to mean streets of new york with another film that dealt with darker side of american organised crime .,pos
0,cv027,25219,4,"this film was goodfellas , epic black comedy which is today considered as one of the best and most influential films of 1990s .",pos
0,cv027,25219,5,"goodfellas owes some of its initial success and popularity to the fact that it was based on the true story , told in best-seller book wiseguy by nicholas pileggi ( who would co-write the screenplay for the film ) .",pos
0,cv027,25219,6,"the book , as well as the film , chronicled thirty years in the life of henry hill ( played by ray liotta ) , irish-italian criminal from new york .",pos
